=== big_periods ===
test_name cover_breslauer.e cover_maxgap.e cover_maxgap_static_mem.e cover_nlogn.e cover_recursive.e
bigperiod_20000000_4_133333.in 0.40443992614746094 0.7177493572235107 0.5921163558959961 0.14098310470581055 0.1370849609375
bigperiod_20000000_4_266666.in 0.38593125343322754 0.7274558544158936 0.5931189060211182 0.14162397384643555 0.13902592658996582
bigperiod_20000000_2_11600000.in 0.43218016624450684 0.8218553066253662 0.6965696811676025 0.32718968391418457 0.24302291870117188
bigperiod_20000000_7_3200000.in 0.3993699550628662 0.7654638290405273 0.6215269565582275 0.16924381256103516 0.1676168441772461
bigperiod_20000000_62_13600000.in 0.39185523986816406 0.7044787406921387 0.5966613292694092 0.21834254264831543 0.17563891410827637
bigperiod_20000000_10_5466666.in 0.3604557514190674 0.7262420654296875 0.6374936103820801 0.1837012767791748 0.18114352226257324
bigperiod_20000000_7_4200000.in 0.42348790168762207 0.7583575248718262 0.6385414600372314 0.19608664512634277 0.19040250778198242
bigperiod_20000000_2_13333333.in 0.47223973274230957 0.9379327297210693 0.7388916015625 0.3685140609741211 0.3224453926086426
bigperiod_20000000_10_9466666.in 0.3978302478790283 0.8678555488586426 0.6711184978485107 0.23685741424560547 0.22626924514770508
bigperiod_20000000_62_10533333.in 0.38489866256713867 0.7840754985809326 0.6856570243835449 0.21700215339660645 0.20269346237182617
bigperiod_20000000_4_15200000.in 0.4245491027832031 0.843299388885498 0.6692600250244141 0.422013521194458 0.26960086822509766
bigperiod_20000000_2_4400000.in 0.4030427932739258 0.8850574493408203 0.6606826782226562 0.21685123443603516 0.297210693359375
bigperiod_20000000_2_3200000.in 0.4037666320800781 0.8879220485687256 0.7605328559875488 0.2081904411315918 0.18657660484313965
bigperiod_20000000_2_11800000.in 0.446199893951416 0.8865475654602051 0.7446448802947998 0.33223485946655273 0.2535881996154785
bigperiod_20000000_2_15800000.in 0.5320777893066406 0.9378643035888672 0.7679188251495361 0.38434839248657227 0.30980443954467773
bigperiod_20000000_7_8533333.in 0.4019458293914795 0.7355771064758301 0.6482100486755371 0.2128608226776123 0.21448826789855957
bigperiod_20000000_7_12200000.in 0.39199018478393555 0.7388370037078857 0.6128113269805908 0.25607776641845703 0.2018451690673828
bigperiod_20000000_4_17000000.in 0.4523158073425293 0.7590198516845703 0.6346793174743652 0.36986517906188965 0.2787632942199707
bigperiod_20000000_26_13400000.in 0.37886667251586914 0.7283146381378174 0.630807638168335 0.22631001472473145 0.18114662170410156
bigperiod_20000000_4_4000000.in 0.3895881175994873 0.7758467197418213 0.6624748706817627 0.1750028133392334 0.1710035800933838
bigperiod_20000000_2_4266666.in 0.4205160140991211 0.8055830001831055 0.6694614887237549 0.2133345603942871 0.2201383113861084
bigperiod_20000000_2_5200000.in 0.40778303146362305 0.8409121036529541 0.7041542530059814 0.28466272354125977 0.2870469093322754
